"109年07月20日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1528","恩德","1.26","108","-","0.70","109/1",
"1529","樂士","2.89","108","37.61","1.56","109/1",
"1530","亞崴","4.75","108","7.78","0.96","109/1",
"1531","高林股","1.75","108","-","0.59","109/1",
"1532","勤美","3.38","108","36.44","0.87","109/1",
"1533","車王電","1.61","108","17.82","1.22","109/1",
"1535","中宇","3.75","108","28.83","1.33","109/1",
"1536","和大","1.99","108","42.58","3.85","109/1",
"1537","廣隆","6.69","108","12.73","2.86","109/1",
"1538","正峰新","0.00","108","-","1.02","109/1",
"1539","巨庭","4.75","108","20.06","0.82","109/1",
"1540","喬福","6.08","108","16.62","0.96","109/1",
"1541","錩泰","0.00","108","10.40","2.46","109/1",
"1558","伸興","6.57","108","11.38","1.67","109/1",
"1560","中砂","4.31","108","17.40","2.08","109/1",
"1568","倉佑","3.25","108","-","1.08","109/1",
"1582","信錦","5.90","108","10.55","1.70","109/1",
"1583","程泰","4.98","108","13.49","1.41","109/1",
"1587","吉茂","2.92","108","171.50","0.97","109/1",
"1589","永冠-KY","0.63","108","53.69","1.13","109/1",
"1590","亞德客-KY","0.82","108","44.39","5.91","109/1",
"1592","英瑞-KY","0.00","108","-","0.62","109/1",
"1598","岱宇","1.73","108","51.85","2.92","109/1",
"1603","華電","1.71","108","19.66","0.93","109/1",
"1604","聲寶","6.32","108","11.64","1.37","109/1",
"1605","華新","3.53","108","17.41","0.66","109/1",
"1608","華榮","7.47","108","-","0.65","109/1",
"1609","大亞","2.74","108","12.17","0.89","109/1",
"1611","中電","10.48","108","5.59","0.85","109/1",
"1612","宏泰","4.33","108","50.22","0.83","109/1",
"1614","三洋電","2.31","108","39.56","1.88","109/1",
"1615","大山","9.55","108","9.84","1.31","109/1",
"1616","億泰","0.00","108","-","0.58","109/1",
"1617","榮星","2.59","108","15.06","0.99","109/1",
"1618","合機","3.53","108","23.61","0.52","109/1",
"1626","艾美特-KY","3.51","108","25.40","1.35","109/1",
"1701","中化","3.32","108","17.34","1.18","109/1",
"1702","南僑","4.73","108","12.40","1.93","109/1",
"1707","葡萄王","3.49","108","19.39","3.95","109/1",
"1708","東鹼","6.88","108","20.04","0.85","109/1",
"1709","和益","3.68","108","27.20","0.94","109/1",
"1710","東聯","1.79","108","-","1.14","109/1",
"1711","永光","1.86","108","29.27","1.17","109/1",
"1712","興農","6.93","108","15.89","1.21","109/1",
"1713","國化","3.30","108","28.31","1.14","109/1",
"1714","和桐","0.00","108","-","0.77","109/1",
"1717","長興","4.68","108","19.04","1.73","109/1",
"1718","中纖","0.00","108","-","0.40","109/1",
"1720","生達","3.31","108","19.01","2.27","109/1",
"1721","三晃","0.00","108","-","1.03","109/1",
"1722","台肥","3.87","108","20.65","1.07","109/1",
"1723","中碳","5.00","108","21.41","3.32","109/1",
"1724","台硝","3.88","108","21.86","0.82","109/1",
"1725","元禎","5.83","108","14.95","0.86","109/1",
"1726","永記","4.55","108","15.75","1.34","109/1",
"1727","中華化","2.07","108","-","0.80","109/1",
"1730","花仙子","5.02","108","16.21","2.78","109/1",
"1731","美吾華","3.46","108","24.10","1.30","109/1",
"1732","毛寶","0.00","108","33.91","2.40","109/1",
"1733","五鼎","4.10","108","26.01","1.60","109/1",
"1734","杏輝","0.54","108","231.56","2.22","109/1",
"1735","日勝化","3.82","108","13.49","1.13","109/1",
"1736","喬山","2.14","108","19.49","2.27","109/1",
"1737","臺鹽","4.76","108","19.94","1.01","109/1",
"1760","寶齡富錦","1.59","108","70.94","7.11","109/1",
"1762","中化生","1.46","108","40.82","2.07","109/1",
"1773","勝一","4.12","108","15.72","2.97","109/1",
"1776","展宇","4.99","108","18.94","1.19","109/1",
"1783","和康生","2.86","108","29.95","2.20","109/1",
"1786","科妍","2.85","108","29.82","2.72","109/1",
"1789","神隆","0.82","108","149.32","2.56","109/1",
"1795","美時","0.00","108","38.22","2.60","109/1",
"1802","台玻","0.00","108","-","0.75","109/1",
"1805","寶徠","0.00","108","-","1.47","109/1",
"1806","冠軍","0.00","108","-","0.42","109/1",
"1808","潤隆","4.79","108","37.94","3.62","109/1",
"1809","中釉","2.06","108","-","0.55","109/1",
"1810","和成","0.00","108","38.78","0.61","109/1",
"1817","凱撒衛","5.67","108","12.62","1.27","109/1",
"1903","士紙","0.00","108","-","8.83","109/1",
"1904","正隆","5.01","108","9.58","1.09","109/1",
"1905","華紙","0.00","108","-","0.66","109/1",
"1906","寶隆","3.82","108","18.19","0.68","109/1",
"1907","永豐餘","5.05","108","8.20","0.64","109/1",
"1909","榮成","1.99","108","35.12","0.88","109/1",
"2002","中鋼","2.40","108","109.47","1.09","109/1",
"2006","東和鋼鐵","5.88","108","13.50","0.94","109/1",
"2007","燁興","0.00","108","-","0.42","109/1",
"2008","高興昌","0.00","108","-","1.10","109/1",
"2009","第一銅","0.00","108","-","0.96","109/1",
"2010","春源","3.08","108","23.21","0.63","109/1",
"2012","春雨","7.41","108","15.00","1.40","109/1",
"2013","中鋼構","3.06","108","29.07","1.20","109/1",
"2014","中鴻","0.00","108","-","0.85","109/1",
"2015","豐興","5.61","108","17.31","1.66","109/1",
"2017","官田鋼","0.00","108","-","0.70","109/1",
"2020","美亞","11.78","108","17.44","1.14","109/1",
"2022","聚亨","0.00","108","-","0.55","109/1",
"2023","燁輝","0.00","108","-","0.66","109/1",
"2024","志聯","2.48","108","282.00","1.21","109/1",
"2025","千興","0.00","108","-","1.06","109/1",
"2027","大成鋼","4.89","108","66.35","1.16","109/1",
"2028","威致","0.00","108","16.14","1.26","109/1",
"2029","盛餘","0.84","108","111.25","0.66","109/1",
"2030","彰源","4.79","108","16.14","0.78","109/1",
"2031","新光鋼","3.24","108","-","1.32","109/1",
"2032","新鋼","4.12","108","32.65","0.66","109/1",
"2033","佳大","2.16","108","19.74","0.74","109/1",
"2034","允強","6.38","108","18.50","1.27","109/1",
"2038","海光","0.00","108","-","0.48","109/1",
"2049","上銀","0.68","108","85.83","4.09","109/1",
"2059","川湖","2.31","108","21.01","2.95","109/1",
"2062","橋椿","0.44","108","-","0.73","109/1",
"2069","運錩","3.32","108","-","0.73","109/1",
"2101","南港","2.67","108","47.22","3.78","109/1",
"2102","泰豐","0.00","108","-","1.31","109/1",
"2103","台橡","3.00","108","26.85","0.94","109/1",
"2104","國際中橡","1.02","108","51.84","0.66","109/1",
"2105","正新","2.85","108","269.62","1.53","109/1",
"2106","建大","2.72","108","46.67","1.44","109/1",
"2107","厚生","4.66","108","8.11","0.58","109/1",
"2108","南帝","5.65","108","13.68","2.10","109/1",
"2109","華豐","0.00","108","88.13","1.75","109/1",
"2114","鑫永銓","6.13","108","14.29","2.35","109/1",
"2115","六暉-KY","6.35","108","16.12","1.62","109/1",
"2201","裕隆","0.00","108","-","0.73","109/1",
"2204","中華","0.00","108","-","0.53","109/1",
"2206","三陽工業","4.67","108","20.05","1.26","109/1",
"2207","和泰車","1.89","108","31.70","6.67","109/1",
"2208","台船","0.00","108","-","1.85","109/1",
"2227","裕日車","7.81","108","13.75","3.76","109/1",
"2228","劍麟","5.33","108","11.83","1.79","109/1",
"2231","為升","5.33","108","21.67","4.03","109/1",
"2233","宇隆","5.16","108","13.74","1.44","109/1",
"2236","百達-KY","2.43","108","40.24","0.67","109/1",
"2239","英利-KY","3.38","108","26.97","0.82","109/1",
"2243","宏旭-KY","0.00","108","-","0.77","109/1",
"2301","光寶科","6.81","108","11.52","1.66","109/1",
"2302","麗正","0.00","108","-","0.95","109/1",
"2303","聯電","4.83","108","18.81","0.96","109/1",
"2305","全友","0.00","108","-","0.67","109/1",
"2308","台達電","2.75","108","21.67","3.38","109/1",
"2312","金寶","3.13","108","35.43","0.94","109/1",
"2313","華通","2.48","108","13.01","2.17","109/1",
"2314","台揚","0.00","108","-","1.91","109/1",
"2316","楠梓電","1.59","108","12.12","0.88","109/1",
"2317","鴻海","4.84","108","12.33","0.99","109/1",
"2321","東訊","0.00","108","-","4.02","109/1",
"2323","中環","2.71","108","-","0.48","109/1",
"2324","仁寶","6.49","108","12.94","0.80","109/1",
"2327","國巨","3.42","108","24.35","3.90","109/1",
"2328","廣宇","5.51","108","10.08","0.89","109/1",
"2329","華泰","1.30","108","12.16","1.06","109/1",
"2330","台積電","2.60","108","23.67","5.66","109/1",
"2331","精英","0.00","108","-","0.63","109/1",
"2332","友訊","0.00","108","-","1.45","109/1",
"2337","旺宏","3.72","108","14.48","1.79","109/1",
"2338","光罩","3.68","108","34.87","1.93","109/1",
"2340","光磊","5.13","108","12.04","1.06","109/1",
"2342","茂矽","0.00","108","-","2.59","109/1",
"2344","華邦電","0.77","108","68.16","0.90","109/1",
"2345","智邦","2.61","108","25.29","9.60","109/1",
"2347","聯強","5.89","108","10.61","1.64","109/1",
"2348","海悅","5.93","108","9.10","3.24","109/1",
"2349","錸德","0.00","108","-","1.04","109/1",
"2351","順德","3.73","108","22.78","1.55","109/1",
"2352","佳世達","4.07","108","12.47","1.08","109/1",
"2353","宏碁","3.71","108","25.30","1.14","109/1",
"2354","鴻準","4.39","108","11.78","0.82","109/1",
"2355","敬鵬","3.47","108","17.78","0.73","109/1",
"2356","英業達","5.17","108","13.17","1.68","109/1",
"2357","華碩","6.24","108","15.39","0.99","109/1",
"2358","廷鑫","1.29","108","386.25","1.17","109/1",
"2359","所羅門","4.17","108","20.65","0.72","109/1",
"2360","致茂","1.85","108","33.51","4.97","109/1",
"2362","藍天","1.34","108","47.98","0.46","109/1",
"2363","矽統","15.79","108","-","0.92","109/1",
"2364","倫飛","0.00","108","-","1.71","109/1",
"2365","昆盈","4.29","108","13.31","0.71","109/1",
"2367","燿華","3.17","108","10.14","1.40","109/1",
"2368","金像電","0.00","108","30.36","3.00","109/1",
"2369","菱生","0.00","108","-","0.79","109/1",
"2371","大同","0.00","108","306.43","1.39","109/1",
"2373","震旦行","6.90","108","15.68","2.73","109/1",
"2374","佳能","2.32","108","-","0.62","109/1",
"2375","凱美","1.53","108","17.18","0.86","109/1",
"2376","技嘉","2.98","108","19.81","1.95","109/1",
"2377","微星","3.23","108","19.85","3.41","109/1",
"2379","瑞昱","3.13","108","25.32","6.17","109/1",
"2380","虹光","0.00","108","-","0.77","109/1",
"2382","廣達","4.68","108","19.80","2.23","109/1",
"2383","台光電","3.75","108","14.63","3.62","109/1",
"2385","群光","6.83","108","14.23","2.73","109/1",
"2387","精元","2.50","108","363.64","1.26","109/1",
"2388","威盛","0.00","108","522.86","5.12","109/1",
"2390","云辰","0.00","108","-","1.82","109/1",
"2392","正崴","5.69","108","11.15","0.96","109/1",
"2393","億光","4.27","108","18.30","0.87","109/1",
"2395","研華","2.67","108","32.80","8.19","109/1",
"2397","友通","6.63","108","14.01","2.59","109/1",
"2399","映泰","0.00","108","-","0.87","109/1",
"2401","凌陽","2.55","108","-","0.86","109/1",
"2402","毅嘉","3.42","108","18.72","0.79","109/1",
"2404","漢唐","6.21","108","14.02","5.95","109/1",
"2405","浩鑫","0.00","108","-","0.99","109/1",
"2406","國碩","0.00","108","-","1.18","109/1",
"2408","南亞科","2.47","108","22.77","1.21","109/1",
"2409","友達","0.00","108","-","0.55","109/1",
"2412","中華電","3.85","108","26.07","2.23","109/1",
"2413","環科","0.00","108","-","1.39","109/1",
"2414","精技","5.09","108","15.50","1.73","109/1",
"2415","錩新","3.12","108","20.06","0.87","109/1",
"2417","圓剛","0.30","108","105.31","2.29","109/1",
"2419","仲琦","3.67","108","40.37","1.43","109/1",
"2420","新巨","5.91","108","11.36","1.63","109/1",
"2421","建準","3.89","108","17.72","2.99","109/1",
"2423","固緯","6.55","108","10.96","1.53","109/1",
"2424","隴華","0.00","108","-","2.69","109/1",
"2425","承啟","1.20","108","26.83","1.61","109/1",
"2426","鼎元","2.24","108","-","1.20","109/1",
"2427","三商電","3.20","108","17.95","0.93","109/1",
"2428","興勤","4.04","108","12.50","2.03","109/1",
"2429","銘旺科","0.00","108","-","2.73","109/1",
"2430","燦坤","5.26","108","13.77","0.67","109/1",
"2431","聯昌","0.00","108","18.87","0.84","109/1",
"2433","互盛電","7.50","108","12.40","1.80","109/1",
"2434","統懋","0.00","108","-","3.74","109/1",
"2436","偉詮電","5.12","108","61.04","1.90","109/1",
"2438","翔耀","0.00","108","148.60","1.22","109/1",
"2439","美律","5.47","108","13.49","2.89","109/1",
"2440","太空梭","0.00","108","-","1.17","109/1",
"2441","超豐","4.56","108","13.66","1.67","109/1",
"2442","新美齊","0.00","108","-","0.69","109/1",
"2443","億麗","0.00","108","-","0.67","109/1",
"2444","兆勁","0.00","108","247.50","1.57","109/1",
"2448","晶電","0.00","108","-","0.90","109/1",
"2449","京元電子","5.11","108","12.10","1.61","109/1",
"2450","神腦","5.11","108","16.78","1.23","109/1",
"2451","創見","6.64","108","15.95","1.62","109/1",
"2453","凌群","5.68","108","14.43","0.97","109/1",
"2454","聯發科","1.75","108","37.52","2.91","109/1",
"2455","全新","2.72","108","30.10","5.71","109/1",
"2456","奇力新","3.79","108","20.94","0.97","109/1",
"2457","飛宏","0.00","108","-","0.65","109/1",
"2458","義隆","4.74","108","18.51","5.18","109/1",
"2459","敦吉","7.71","108","9.23","1.01","109/1",
"2460","建通","0.00","108","-","0.81","109/1",
"2461","光群雷","0.00","108","-","0.92","109/1",
"2462","良得電","2.70","108","41.19","1.46","109/1",
"2464","盟立","5.33","108","15.03","2.19","109/1",
"2465","麗臺","0.00","108","-","1.82","109/1",
"2466","冠西電","0.00","108","158.61","2.80","109/1",
"2467","志聖","8.35","108","14.47","1.84","109/1",
"2468","華經","3.33","108","19.74","0.91","109/1",
"2471","資通","6.41","108","13.34","1.40","109/1",
"2472","立隆電","3.24","108","13.58","1.73","109/1",
"2474","可成","4.40","108","12.93","1.15","109/1",
"2476","鉅祥","6.42","108","16.74","0.84","109/1",
"2477","美隆電","7.66","108","11.88","1.30","109/1",
"2478","大毅","2.34","108","21.04","2.01","109/1",
"2480","敦陽科","6.81","108","15.29","2.83","109/1",
"2481","強茂","3.90","108","18.05","1.52","109/1",
"2482","連宇","0.00","108","14.43","0.91","109/1",
"2483","百容","5.21","108","13.06","0.91","109/1",
"2484","希華","4.14","108","28.69","1.27","109/1",
"2485","兆赫","0.00","108","-","0.94","109/1",
"2486","一詮","0.00","108","-","0.61","109/1",
"2488","漢平","7.93","108","11.55","1.13","109/1",
"2489","瑞軒","0.00","108","-","0.68","109/1",
"2491","吉祥全","0.00","108","1.54","0.67","109/1",
"2492","華新科","3.11","108","17.18","2.61","109/1",
"2493","揚博","7.89","108","12.73","1.66","109/1",
"2495","普安","4.44","108","-","0.95","109/1",
"2496","卓越","2.31","108","16.51","1.42","109/1",
"2497","怡利電","0.00","108","-","1.39","109/1",
"2498","宏達電","0.00","108","-","0.78","109/1",
"2501","國建","5.29","108","18.90","0.92","109/1",
"2504","國產","1.72","108","21.02","1.18","109/1",
"2505","國揚","0.58","108","235.00","2.21","109/1",
"2506","太設","0.00","108","-","0.53","109/1",
"2509","全坤建","3.20","108","20.47","1.00","109/1",
"2511","太子","4.90","108","26.84","0.70","109/1",
"2514","龍邦","0.00","108","6.13","0.64","109/1",
"2515","中工","2.70","108","67.36","0.58","109/1",
"2516","新建","0.00","108","23.18","0.47","109/1",
"2520","冠德","4.52","108","11.22","1.27","109/1",
"2524","京城","0.00","108","8.51","0.99","109/1",
"2527","宏璟","8.57","108","7.17","0.78","109/1",
"2528","皇普","0.00","108","-","2.00","109/1",
"2530","華建","0.61","108","-","1.43","109/1",
"2534","宏盛","2.86","108","7.88","0.73","109/1",
"2535","達欣工","6.03","108","11.78","0.99","109/1",
"2536","宏普","4.96","108","10.43","0.66","109/1",
"2537","聯上發","0.00","108","-","0.77","109/1",
"2538","基泰","5.01","108","-","0.65","109/1",
"2539","櫻花建","8.43","108","10.00","2.17","109/1",
"2540","愛山林","0.00","108","15.00","1.06","109/1",
"2542","興富發","9.38","108","39.13","1.60","109/1",
"2543","皇昌","0.00","108","54.00","0.78","109/1",
"2545","皇翔","3.29","108","58.79","1.17","109/1",
"2546","根基","7.27","108","11.69","1.60","109/1",
"2547","日勝生","6.07","108","24.51","0.78","109/1",
"2548","華固","8.89","108","7.31","1.39","109/1",
"2597","潤弘","7.46","108","11.15","2.13","109/1",
"2601","益航","13.36","108","5.83","0.68","109/1",
"2603","長榮","0.00","108","-","0.76","109/1",
"2605","新興","3.48","108","34.17","0.55","109/1",
"2606","裕民","6.60","108","21.33","0.98","109/1",
"2607","榮運","2.24","108","17.63","0.64","109/1",
"2608","嘉里大榮","3.55","108","14.56","1.95","109/1",
"2609","陽明","0.00","108","-","1.10","109/1",
"2610","華航","0.00","108","-","0.84","109/1",
"2611","志信","0.00","108","-","0.50","109/1",
"2612","中航","3.30","108","23.77","0.48","109/1",
"2613","中櫃","1.14","108","47.90","0.68","109/1",
"2614","東森","6.39","108","22.68","1.36","109/1",
"2615","萬海","4.47","108","15.17","1.10","109/1",
"2616","山隆","6.05","108","13.40","0.97","109/1",
"2617","台航","5.00","108","11.19","0.65","109/1",
"2618","長榮航","2.22","108","62.50","0.82","109/1",
"2630","亞航","0.49","108","109.00","1.25","109/1",
"2633","台灣高鐵","3.47","108","28.61","2.72","109/1",
"2634","漢翔","4.27","108","17.33","1.78","109/1",
"2636","台驊投控","4.61","108","13.89","1.37","109/1",
"2637","慧洋-KY","6.20","108","9.50","0.54","109/1",
"2642","宅配通","3.64","108","17.62","1.74","109/1",
"2701","萬企","3.24","108","15.25","0.75","109/1",
"2702","華園","0.00","108","-","1.57","109/1",
"2704","國賓","0.00","108","42.09","1.03","109/1",
"2705","六福","0.00","108","-","2.19","109/1",
"2706","第一店","3.23","108","14.84","0.77","109/1",
"2707","晶華","7.05","108","15.22","6.18","109/1",
"2712","遠雄來","0.00","108","-","4.00","109/1",
"2722","夏都","0.61","108","94.14","2.18","109/1",
"2723","美食-KY","3.37","108","23.52","1.57","109/1",
"2727","王品","5.61","108","55.77","1.86","109/1",
"2731","雄獅","2.85","108","39.00","2.40","109/1",
"2739","寒舍","3.97","108","-","1.69","109/1",
"2748","雲品","5.03","108","28.27","2.54","109/1",
"2801","彰銀","4.15","108","17.71","1.19","109/1",
"2809","京城銀","4.29","108","15.89","1.08","109/1",
"2812","台中銀","6.78","108","10.44","0.84","109/1",
"2816","旺旺保","7.40","108","9.47","0.76","109/1",
"2820","華票","4.85","108","15.47","0.83","109/1",
"2823","中壽","5.58","108","6.29","0.98","109/1",
"2832","台產","5.08","108","11.39","0.84","109/1",
"2834","臺企銀","6.31","108","13.54","0.83","109/1",
"2836","高雄銀","5.18","108","13.12","0.70","109/1",
"2838","聯邦銀","7.14","108","11.43","0.64","109/1",
"2841","台開","0.00","108","174.25","0.27","109/1",
"2845","遠東銀","6.58","108","13.24","0.80","109/1",
"2849","安泰銀","4.88","108","13.11","0.85","109/1",
"2850","新產","4.97","108","7.94","1.01","109/1",
"2851","中再保","4.72","108","9.62","0.93","109/1",
"2852","第一保","6.78","108","128.64","0.69","109/1",
"2855","統一證","7.92","108","39.87","0.81","109/1",
"2867","三商壽","0.00","108","3.89","0.72","109/1",
"2880","華南金","5.59","108","23.59","1.36","109/1",
"2881","富邦金","4.69","108","7.11","0.97","109/1",
"2882","國泰金","4.95","108","8.16","0.90","109/1",
"2883","開發金","6.71","108","14.90","0.79","109/1",
"2884","玉山金","5.44","108","17.51","1.92","109/1",
"2885","元大金","5.79","108","11.07","0.93","109/1",
"2886","兆豐金","5.24","108","18.98","1.36","109/1",
"2887","台新金","5.95","108","12.23","0.86","109/1",
"2888","新光金","4.58","108","6.24","0.74","109/1",
"2889","國票金","7.10","108","13.43","0.95","109/1",
"2890","永豐金","6.36","108","11.22","0.85","109/1",
"2891","中信金","5.04","108","9.02","1.16","109/1",
"2892","第一金","5.84","108","16.50","1.34","109/1",
"2897","王道銀行","5.46","108","27.11","0.61","109/1",
"2901","欣欣","1.57","108","60.60","2.11","109/1",
"2903","遠百","3.38","108","23.65","1.11","109/1",
"2904","匯僑","6.99","108","12.49","1.59","109/1",
"2905","三商","7.66","108","5.43","1.26","109/1",
"2906","高林","2.24","108","78.82","1.01","109/1",
"2908","特力","3.30","108","238.89","1.76","109/1",
"2910","統領","2.09","108","108.06","2.66","109/1",
"2911","麗嬰房","0.00","108","-","0.48","109/1",
"2912","統一超","3.09","108","29.69","7.78","109/1",
"2913","農林","0.00","108","-","0.83","109/1",
"2915","潤泰全","7.67","108","3.61","0.66","109/1",
"2923","鼎固-KY","8.38","108","-","0.90","109/1",
"2929","淘帝-KY","3.68","108","5.07","0.79","109/1",
"2936","客思達-KY","0.00","108","-","0.53","109/1",
"2939","凱羿-KY","4.25","108","25.00","4.24","109/1",
"3002","歐格","4.02","108","30.00","0.97","109/1",
"3003","健和興","2.35","108","14.36","1.42","109/1",
"3004","豐達科","4.73","108","8.53","1.60","109/1",
"3005","神基","6.56","108","12.03","1.84","109/1",
"3006","晶豪科","2.71","108","14.01","1.28","109/1",
"3008","大立光","1.97","108","17.97","4.04","109/1",
"3010","華立","6.00","108","8.81","1.10","109/1",
"3011","今皓","0.00","108","-","0.67","109/1",
"3013","晟銘電","2.33","108","14.33","0.88","109/1",
"3014","聯陽","5.13","108","17.71","2.52","109/1",
"3015","全漢","6.48","108","30.06","0.54","109/1",
"3016","嘉晶","0.37","108","1,358.00","4.94","109/1",
